target_id	length	eff_length	est_counts	tpm
g149.t1.cds1	324	113.964	2507.0	325.279
g150.t1.cds1	258	705.532	10005.0	2096.86
g151.t1.cds1	1398	1157.84	5008.0	639.567
g153.t1.cds1	2625	2384.84	10325.0	640.178
g154.t1.cds1	609	369.755	3597.0	143.845
g155.t1.cds1	417	188.123	1648.0	129.534
g156.t1.cds1	1788	1547.84	6669.0	637.096
g157.t1.cds1	696	456.069	4160.0	134.875
g158.t1.cds1	1701	1460.84	3133.36	317.159
g159.t1.cds1	1059	818.836	3606.0	651.175
g161.t1.cds1	1221	980.836	2470.0	372.366
g162.t1.cds1	804	563.969	5130.0	134.503
g163.t1.cds1	1173	932.836	4622.0	732.645
g164.t1.cds1	618	378.643	4442.0	173.467
g165.t1.cds1	777	536.969	2638.0	726.432
g166.t1.cds1	333	120.604	1677.0	205.609
g167.t1.cds1	1428	1187.84	10189.0	126.836
g168.t1.cds1	336	122.952	1749.0	210.34
g169.t1.cds1	1941	1700.84	14827.0	128.902
g170.t1.cds1	1059	818.836	3341.0	603.321
g171.t1.cds1	639	399.448	3899.0	144.332
g172.t1.cds1	1782	1541.84	5439.0	521.615
g174.t1.cds1	1320	1079.84	10386.1	142.22
g175.t1.cds1	996	755.836	12353.0	241.665
g176.t1.cds1	1440	1199.84	2202.0	271.372
g177.t1.cds1	1416	1175.84	3895.0	489.812
g178.t1.cds1	1824	1583.84	5022.0	468.852
g179.t1.cds1	2007	1766.84	7098.0	594.031
g180.t1.cds1	381	158.017	4327.0	404.904
g181.t1.cds1	1347	1106.84	6505.0	869.027
g182.t1.cds1	2484	2243.84	9031.0	595.133
g183.t1.cds1	1314	1073.84	5970.0	822.064
g184.t1.cds1	1638	1397.84	15102.0	159.752
g186.t1.cds1	1149	908.836	2287.0	372.091
g188.t1.cds1	2340	2099.84	29783.0	209.726
g189.t1.cds1	840	599.91	2318.0	571.342
g190.t1.cds1	1362	1121.84	4193.0	552.668
g191.t1.cds1	2325	2084.84	7352.0	521.438
g192.t1.cds1	1290	1049.84	10142.0	142.847
g193.t1.cds1	486	250.669	20430.2	1205.15
g194.t1.cds1	13800	13559.8	15211.0	165.872
g195.t1.cds1	2499	2258.84	5259.0	344.261
g199.t1.cds1	1464	1223.84	1344.52	162.447
g200.t1.cds1	1467	1226.84	5160.48	621.975
g202.t1.cds1	1296	1055.84	5403.0	756.672
g203.t1.cds1	1455	1214.84	5191.0	631.833
g204.t1.cds1	3420	3179.84	8167.0	379.775
g205.t1.cds1	498	261.838	4515.0	254.973
g206.t1.cds1	795	554.969	8074.0	215.124
g208.t1.cds1	933	692.91	11550.0	246.476
g210.t1.cds1	744	504.02	4697.0	137.798
g211.t1.cds1	312	104.792	1100.0	155.215
g212.t1.cds1	1014	773.836	3180.0	607.641
g214.t1.cds1	2241	2000.84	5915.0	437.132
g215.t1.cds1	5202	4961.84	7918.0	235.962
g216.t1.cds1	1488	1247.84	7425.0	879.849
g218.t1.cds1	312	104.792	16657.0	2350.38
g219.t1.cds1	1890	1649.84	7406.0	663.761
g220.t1.cds1	2448	2207.84	6969.0	466.737
g221.t1.cds1	1062	821.836	3891.0	700.076
g222.t1.cds1	2070	1829.84	6724.0	543.356
g224.t1.cds1	1863	1622.84	5628.0	512.801
g225.t1.cds1	654	414.284	4922.0	175.676
g226.t1.cds1	1527	1286.84	5616.0	645.317
g227.t1.cds1	1302	1061.84	3195.0	444.921
g228.t1.cds1	2589	2348.84	10110.0	636.455
g229.t1.cds1	1779	1538.84	5050.0	485.253
g230.t1.cds1	1362	1121.84	4267.0	562.422
g231.t1.cds1	369	148.409	3282.0	327.0
g232.t1.cds1	1443	1202.84	3504.0	430.751
g233.t1.cds1	270	775.059	15347.8	2928.07
g234.t1.cds1	948	707.91	10122.2	211.43
g235.t1.cds1	1704	1463.84	17480.4	176.575
g237.t1.cds1	1704	1463.84	17480.4	176.575
g238.t1.cds1	2961	2720.84	6931.0	376.671
g239.t1.cds1	939	698.91	7932.0	167.815
g240.t1.cds1	348	132.018	1527.0	171.03
g241.t1.cds1	756	515.969	4433.0	127.041
g242.t1.cds1	723	483.069	2341.0	716.575
g243.t1.cds1	327	116.091	13071.0	1664.86
g245.t1.cds1	1260	1019.84	4673.0	677.539
g247.t1.cds1	2433	2192.84	4189.0	282.471
g248.t1.cds1	1299	1058.84	2452.0	342.421
g249.t1.cds1	915	674.91	2179.0	477.398
g250.t1.cds1	876	635.91	1442.0	335.304
g251.t1.cds1	2175	1934.84	4469.0	341.535
g252.t1.cds1	1068	827.836	2944.0	525.851
g254.t1.cds1	1764	1523.84	7523.0	729.998
g256.t1.cds1	741	501.02	7440.0	219.577
g257.t1.cds1	717	477.069	2819.0	873.742
g258.t1.cds1	360	141.332	3644.0	381.249
g259.t1.cds1	2121	1880.84	4582.0	360.224
g260.t1.cds1	702	462.069	750.393	240.133
g261.t1.cds1	1461	1220.84	11555.0	139.953
g262.t1.cds1	813	572.969	1077.0	277.942
g263.t1.cds1	1728	1487.84	3794.0	377.061
g264.t1.cds1	3774	3533.84	5137.0	214.947
g265.t1.cds1	1035	794.836	8782.0	163.375
g266.t1.cds1	528	290.671	4262.0	216.811
g267.t1.cds1	1458	1217.84	4167.0	505.945
g268.t1.cds1	966	725.91	2639.0	537.558
g269.t1.cds1	957	716.91	18237.0	376.147
g271.t1.cds1	996	755.836	6731.0	131.68
g272.t1.cds1	1260	1019.84	180206.0	2612.81
g273.t1.cds1	885	644.91	3256.0	746.542
g274.t1.cds1	1893	1652.84	2126.0	190.197
g275.t1.cds1	1038	797.836	18332.0	339.755
g276.t1.cds1	960	719.91	2904.0	596.468
g277.t1.cds1	2367	2126.84	4001.0	278.166
g278.t1.cds1	2490	2249.84	7633.0	501.665
g279.t1.cds1	312	104.792	1356.0	191.338
g280.t1.cds1	807	566.969	1831.0	477.527
g281.t1.cds1	1611	1370.84	3923.0	423.157
g283.t1.cds1	438	206.368	2670.0	191.31
g284.t1.cds1	1665	1424.84	3216.0	333.749
g285.t1.cds1	2583	2342.84	7773.0	490.587
g286.t1.cds1	702	462.069	2906.0	929.946
g287.t1.cds1	1917	1676.84	2748.0	242.323
g289.t1.cds1	1023	782.836	6702.0	126.591
g290.t1.cds1	3831	3590.84	1330.21	547.762
g291.t1.cds1	453	219.867	6977.0	469.22
g292.t1.cds1	960	719.91	127.0	260.852
g293.t1.cds1	2112	1871.84	7241.0	572.005
g294.t1.cds1	1923	1682.84	4090.0	359.377
g296.t1.cds1	543	305.133	27520.0	1333.61
g297.t1.cds1	690	450.114	1801.0	591.643
g299.t1.cds1	1986	1745.84	9181.0	777.599
g300.t1.cds1	1050	809.836	3446.0	629.198
g301.t1.cds1	969	728.91	7007.0	142.144
g303.t1.cds1	1713	1472.84	3433.0	344.658
g304.t1.cds1	462	228.317	2242.0	145.2
g305.t1.cds1	423	193.289	4145.0	317.093
g306.t1.cds1	1284	1043.84	5158.0	730.665
g307.t1.cds1	639	399.448	69218.6	2562.31
g308.t1.cds1	600	360.938	4340.0	177.798
g310.t1.cds1	804	563.969	8468.71	222.04
g311.t1.cds1	2931	2690.84	4829.0	265.362
g312.t1.cds1	636	396.488	3844.0	143.358
g313.t1.cds1	669	429.158	2747.0	946.479
g314.t1.cds1	351	134.34	2276.0	250.516
g315.t1.cds1	3570	3329.84	6120.0	271.768
g316.t1.cds1	336	122.952	2249.0	270.472
g317.t1.cds1	786	545.969	1512.0	409.499
g318.t1.cds1	2694	2453.84	7589.0	457.307
g319.t1.cds1	1524	1283.84	3390.0	390.444
g320.t1.cds1	816	575.969	2176.0	558.636
g321.t1.cds1	747	507.02	2193.0	639.562
g322.t1.cds1	486	250.669	1631.0	962.106
g323.t1.cds1	1035	794.836	23131.0	430.314
g324.t1.cds1	978	737.91	27091.6	542.876
g325.t1.cds1	6996	6755.84	11267.0	246.603
g328.t1.cds1	3129	2888.84	8246.0	422.075
g330.t1.cds1	1128	887.836	21666.5	360.849
g331.t1.cds1	1128	887.836	21666.5	360.849
g332.t1.cds1	759	518.969	1195.93	340.749
g335.t1.cds1	972	731.91	9345.0	188.795
g336.t1.cds1	1068	827.836	4407.0	787.169
g338.t1.cds1	1122	881.836	4298.0	720.689
g339.t1.cds1	573	334.493	5201.0	229.916
g340.t1.cds1	759	518.969	3476.0	990.393
g341.t1.cds1	843	602.91	3726.0	913.817
g342.t1.cds1	252	672.218	5664.0	1245.9
g343.t1.cds1	723	483.069	3043.0	931.455
g344.t1.cds1	750	510.02	2172.0	629.711
g345.t1.cds1	1356	1115.84	5066.0	671.327
g346.t1.cds1	2160	1919.84	6459.0	497.474
g347.t1.cds1	1227	986.836	4736.0	709.636
g348.t1.cds1	252	672.218	2082.28	458.035
g349.t1.cds1	1713	1472.84	5301.0	532.197
g350.t1.cds1	498	261.838	5003.0	282.532
g351.t1.cds1	300	963.668	6566.0	1007.49
g352.t1.cds1	1455	1214.84	4435.0	539.815
g353.t1.cds1	1668	1427.84	13035.0	134.99
g354.t1.cds1	1521	1280.84	2564.0	296.001
g355.t1.cds1	2781	2540.84	6019.0	350.281
g356.t1.cds1	996	755.836	4801.0	939.233
g357.t1.cds1	996	755.836	2833.0	554.227
g358.t1.cds1	945	704.91	15576.0	326.732
g359.t1.cds1	2199	1958.84	5570.0	420.461
g360.t1.cds1	612	372.718	6255.0	248.151
g361.t1.cds1	1872	1631.84	9338.0	846.148
g363.t1.cds1	324	113.964	4062.0	527.037
g365.t1.cds1	3057	2816.84	9607.0	504.307
g366.t1.cds1	210	464.201	2262.0	720.536
g367.t1.cds1	750	510.02	5618.0	162.878
g368.t1.cds1	1071	830.836	12159.0	216.397
g369.t1.cds1	1014	773.836	4440.0	848.405
g370.t1.cds1	924	683.91	2933.0	634.135
g373.t1.cds1	453	219.867	2414.0	162.347
g375.t1.cds1	414	185.572	4886.0	389.323
g377.t1.cds1	1137	896.836	3886.0	640.706
g378.t1.cds1	348	132.018	3508.0	392.911
g380.t1.cds1	336	122.952	2206.0	265.3
g383.t1.cds1	414	185.572	2710.0	215.936
g384.t1.cds1	864	623.91	2950.0	699.148
g385.t1.cds1	1494	1253.84	6076.0	716.549
g386.t1.cds1	1044	803.836	2844.0	523.156
g387.t1.cds1	4374	4133.84	5699.0	203.852
g388.t1.cds1	2610	2369.84	8773.0	547.393
g390.t1.cds1	447	214.334	3670.0	253.189
g391.t1.cds1	555	316.915	39464.0	1841.31
g392.t1.cds1	225	535.155	3894.0	1075.93
g393.t1.cds1	237	59.495	2692.0	669.058
g394.t1.cds1	1899	1658.84	6054.0	539.645
g395.t1.cds1	285	86.826	1433.0	244.042
g396.t1.cds1	951	710.91	15425.0	320.833
g397.t1.cds1	621	381.567	6679.0	258.827
g398.t1.cds1	465	231.083	3696.0	236.501
g399.t1.cds1	1113	872.836	5729.0	970.544
g400.t1.cds1	597	358.046	32039.0	1323.15
g401.t1.cds1	6630	6389.84	32843.0	760.015
g402.t1.cds1	1032	791.836	3099.0	578.702
g403.t1.cds1	1773	1532.84	5565.0	536.832
g404.t1.cds1	1596	1355.84	4462.0	486.622
g406.t1.cds1	3168	2927.84	4000.0	202.014
g407.t1.cds1	2208	1967.84	5124.0	385.025
g408.t1.cds1	504	267.623	5643.0	311.785
g409.t1.cds1	1038	797.836	4358.0	807.686
g410.t1.cds1	831	590.91	3651.0	913.607
g412.t1.cds1	1173	932.836	8166.0	129.441
g413.t1.cds1	867	626.91	8593.0	202.679
g414.t1.cds1	534	296.436	1492.0	744.231
g415.t1.cds1	1731	1490.84	7375.0	731.478
g416.t1.cds1	594	355.081	3705.0	154.287
g417.t1.cds1	1467	1226.84	6357.0	766.187
g418.t1.cds1	1926	1685.84	8087.0	709.318
g419.t1.cds1	1650	1409.84	44982.0	471.78
g421.t1.cds1	1011	770.836	4207.0	807.011
g423.t1.cds1	3213	2972.84	3843.0	191.147
g424.t1.cds1	336	122.952	1978.0	237.88
g426.t1.cds1	663	423.2	5643.0	197.167
g428.t1.cds1	1671	1430.84	3953.0	408.513
g429.t1.cds1	7191	6950.84	15602.0	331.904
g430.t1.cds1	1482	1241.84	4199.0	499.978
g431.t1.cds1	1659	1418.84	6323.0	658.961
g432.t1.cds1	303	985.341	5045.0	757.083
g433.t1.cds1	1704	1463.84	18261.0	184.46
g435.t1.cds1	765	524.969	8912.0	251.021
g437.t1.cds1	1098	857.836	2377.0	409.726
g438.t1.cds1	444	211.64	6395.0	446.799
g439.t1.cds1	417	188.123	17202.5	1352.13
g440.t1.cds1	417	188.123	17202.5	1352.13
g441.t1.cds1	435	203.686	49591.2	3600.09
g442.t1.cds1	729	489.02	19436.8	587.715
g443.t1.cds1	2340	2099.84	5341.0	376.103
g444.t1.cds1	1146	905.836	4827.0	787.947
g445.t1.cds1	1302	1061.84	30762.0	428.377
g446.t1.cds1	726	486.069	2997.0	911.713
g447.t1.cds1	735	495.02	32069.0	957.925
g448.t1.cds1	741	501.02	1781.0	525.627
g449.t1.cds1	678	438.114	2682.0	905.191
g450.t1.cds1	558	319.819	3931.0	181.747
g451.t1.cds1	495	259.101	6748.0	385.101
g453.t1.cds1	909	668.91	3793.0	838.463
g454.t1.cds1	3003	2762.84	5014.0	268.348
g456.t1.cds1	966	725.91	1356.0	276.214
g457.t1.cds1	903	662.91	3053.0	680.991
g458.t1.cds1	633	393.488	4980.0	187.14
g459.t1.cds1	3774	3533.84	14870.0	622.205
g460.t1.cds1	594	355.081	5163.0	215.002
g461.t1.cds1	1326	1085.84	10313.0	140.44
g462.t1.cds1	1566	1325.84	4800.0	535.329
g463.t1.cds1	1368	1127.84	3514.0	460.707
g464.t1.cds1	384	160.381	4440.0	409.353
g465.t1.cds1	1746	1505.84	3204.0	314.618
g467.t1.cds1	1767	1526.84	2883.0	279.204
g468.t1.cds1	1563	1322.84	5897.0	659.165
g469.t1.cds1	2889	2648.84	8020.0	447.701
g470.t1.cds1	6048	5807.84	11474.0	292.126
g471.t1.cds1	1233	992.836	3246.0	483.437
g472.t1.cds1	1437	1196.84	5500.0	679.512
g474.t1.cds1	267	759.213	1073.0	208.98
g475.t1.cds1	876	635.91	6594.0	153.328
g476.t1.cds1	564	325.625	31872.0	1447.31
g477.t1.cds1	378	155.73	2667.0	253.233
g478.t1.cds1	882	641.91	8455.0	194.764
g479.t1.cds1	1065	824.836	4267.0	764.934
g480.t1.cds1	1224	983.836	67929.0	1020.94
g481.t1.cds1	1224	983.836	67929.0	1020.94
g482.t1.cds1	705	465.069	4332.0	137.734
g483.t1.cds1	2013	1772.84	8258.0	688.772
g485.t1.cds1	516	279.045	18060.0	957.003
g486.t1.cds1	708	468.069	1529.0	483.022
g488.t1.cds1	729	489.02	2998.0	906.513
g489.t1.cds1	1275	1034.84	3960.0	565.839
g490.t1.cds1	702	462.069	2436.0	779.542
g491.t1.cds1	1101	860.836	4143.0	711.645
g492.t1.cds1	1236	995.836	10289.0	152.776
g493.t1.cds1	1536	1295.84	4986.0	568.946
g494.t1.cds1	360	141.332	808.0	845.359
g495.t1.cds1	3594	3353.84	21172.0	933.446
g496.t1.cds1	1077	836.836	5056.0	893.379
g497.t1.cds1	747	507.02	2508.0	731.428
g498.t1.cds1	615	375.68	3530.0	138.939
g499.t1.cds1	396	170.211	3824.0	332.2
g500.t1.cds1	1176	935.836	3609.0	570.238
g501.t1.cds1	1347	1106.84	12231.0	163.398
g502.t1.cds1	1182	941.836	4061.0	637.568
g503.t1.cds1	1023	782.836	10943.0	206.697
g504.t1.cds1	3087	2846.84	6293.0	326.862
g505.t1.cds1	3204	2963.84	6106.0	304.629
g506.t1.cds1	3141	2900.84	7072.0	360.486
g507.t1.cds1	372	150.867	4359.0	427.229
g508.t1.cds1	1770	1529.84	5278.0	510.145
g509.t1.cds1	1704	1463.84	3986.0	402.637
g510.t1.cds1	423	193.289	1071.0	819.316
g511.t1.cds1	2034	1793.84	5739.0	473.067
g512.t1.cds1	420	190.688	2851.0	221.076
g513.t1.cds1	1725	1484.84	10019.0	997.734
g514.t1.cds1	3786	3545.84	9990.0	416.597
g515.t1.cds1	1770	1529.84	3522.0	340.419
g516.t1.cds1	1221	980.836	4288.0	646.439
g517.t1.cds1	1404	1163.84	1663.0	211.285
g520.t1.cds1	1263	1022.84	3747.0	541.685
g522.t1.cds1	1536	1295.84	6304.0	719.342
g523.t1.cds1	495	259.101	3571.0	203.793
g524.t1.cds1	1254	1013.84	2660.0	387.956
g525.t1.cds1	1920	1679.84	4042.0	355.794
g526.t1.cds1	1431	1190.84	2281.24	283.262
g528.t1.cds1	900	659.91	3222.0	721.954
g530.t1.cds1	399	172.738	980.0	838.893
g531.t1.cds1	1266	1025.84	2478.0	357.184
g532.t1.cds1	1491	1250.84	2623.0	310.075
g533.t1.cds1	861	620.91	2823.0	672.281
g534.t1.cds1	303	985.341	1087.0	163.122
g535.t1.cds1	1431	1190.84	5816.0	722.173
g536.t1.cds1	894	653.91	1924.0	435.067
g537.t1.cds1	969	728.91	3820.0	774.923
g538.t1.cds1	5700	5459.84	7230.0	195.807
g539.t1.cds1	810	569.969	3726.0	966.631
g540.t1.cds1	447	214.334	316.0	218.004
g542.t1.cds1	924	683.91	1946.0	420.739
g543.t1.cds1	4677	4436.84	10867.0	362.164
g544.t1.cds1	456	222.732	621.0	412.267
g545.t1.cds1	312	104.792	1611.0	227.32
g546.t1.cds1	450	217.091	1429.0	973.328
g547.t1.cds1	1473	1232.84	14257.0	170.998
g548.t1.cds1	1881	1640.84	4268.0	384.617
g549.t1.cds1	861	620.91	3328.0	792.544
g551.t1.cds1	489	253.438	1318.0	768.975
g552.t1.cds1	1050	809.836	5311.0	969.724
g553.t1.cds1	1131	890.836	1693.0	281.014
g554.t1.cds1	1266	1025.84	4637.0	668.387
g555.t1.cds1	2673	2432.84	9437.0	573.575
g556.t1.cds1	1365	1124.84	2182.0	286.837
g557.t1.cds1	5985	5744.84	6828.0	175.746
g558.t1.cds1	984	743.836	3585.0	712.658
g559.t1.cds1	546	308.072	11608.6	557.181
g560.t1.cds1	546	308.072	1310.47	628.992
g561.t1.cds1	546	308.072	1310.47	628.992
g562.t1.cds1	546	308.072	1310.47	628.992
g563.t1.cds1	708	468.069	1735.0	548.099
g564.t1.cds1	852	611.91	3353.0	810.242
g565.t1.cds1	978	737.91	1416.0	283.745
g567.t1.cds1	492	256.309	41001.0	2365.37
g568.t1.cds1	477	242.193	1278.0	780.258
g569.t1.cds1	2238	1997.84	4571.0	338.314
g570.t1.cds1	1284	1043.84	1568.0	222.118
g571.t1.cds1	1527	1286.84	3211.0	368.966
g572.t1.cds1	1242	1001.84	1984.0	292.829
g573.t1.cds1	2271	2030.84	8444.0	614.812
g575.t1.cds1	615	375.68	4770.0	187.745
g577.t1.cds1	909	668.91	6812.0	150.583
g578.t1.cds1	1590	1349.84	3747.28	410.492
g579.t1.cds1	1593	1352.84	3255.0	355.775
g580.t1.cds1	891	650.91	7737.0	175.76
g581.t1.cds1	1425	1184.84	2026.0	252.843
g582.t1.cds1	966	725.91	2044.0	416.358
g583.t1.cds1	3291	3050.84	1962.0	950.931
g584.t1.cds1	1137	896.836	7802.0	128.636
g585.t1.cds1	1302	1061.84	4311.0	600.329
g586.t1.cds1	1596	1355.84	4438.0	484.004
g587.t1.cds1	2025	1784.84	5866.0	485.974
g588.t1.cds1	3237	2996.84	5608.0	276.703
g589.t1.cds1	507	270.379	1473.0	805.563
g591.t1.cds1	972	731.91	1056.0	213.341
g592.t1.cds1	1983	1742.84	3922.0	332.752
g593.t1.cds1	2358	2117.84	6112.0	426.737
g594.t1.cds1	429	198.476	24309.0	1811.04
g595.t1.cds1	1083	842.836	3638.0	638.247
g596.t1.cds1	1086	845.836	2943.0	514.485
g597.t1.cds1	972	731.91	3558.0	718.815
g598.t1.cds1	1035	794.836	7635.0	142.037
g599.t1.cds1	342	127.481	2747.0	318.626
g600.t1.cds1	294	925.161	2762.0	441.444
g601.t1.cds1	753	513.02	2540.0	732.097
g603.t1.cds1	1176	935.836	1701.0	268.766
g605.t1.cds1	651	411.325	6148.0	221.013
g606.t1.cds1	1551	1310.84	2916.0	328.934
g607.t1.cds1	1341	1100.84	3863.0	518.885
g608.t1.cds1	846	605.91	3334.0	813.629
g609.t1.cds1	735	495.02	663.0	198.043
g610.t1.cds1	1179	938.836	3287.0	517.701
g613.t1.cds1	2322	2081.84	2731.0	193.974
g614.t1.cds1	1977	1736.84	4318.0	367.615
g615.t1.cds1	948	707.91	981.0	204.908
g616.t1.cds1	822	581.969	1327.0	337.163
g617.t1.cds1	1020	779.836	3127.0	592.917
g618.t1.cds1	252	672.218	1180.0	259.562
g619.t1.cds1	573	334.493	653.0	288.665
g620.t1.cds1	627	387.567	649.0	247.609
g621.t1.cds1	1581	1340.84	2181.0	240.519
g622.t1.cds1	1179	938.836	3477.0	547.626
g623.t1.cds1	2742	2501.84	4897.0	289.428
g624.t1.cds1	1323	1082.84	1771.0	241.838
g626.t1.cds1	3177	2936.84	3071.0	154.621
g627.t1.cds1	2433	2192.84	747.942	504.349
g628.t1.cds1	4245	4004.84	1836.0	677.887
g629.t1.cds1	1692	1451.84	2326.0	236.898
g630.t1.cds1	2364	2123.84	2374.0	165.283
g631.t1.cds1	330	118.386	5267.38	657.903
g632.t1.cds1	1554	1313.84	16033.0	180.444
g633.t1.cds1	1428	1187.84	4493.0	559.305
g634.t1.cds1	954	713.91	4821.0	998.533
g635.t1.cds1	495	259.101	13057.0	745.15
g636.t1.cds1	393	167.731	438.0	386.126
